i_idx,j_idx,i_id,j_id,arm_i,arm_j,theta_rad,theta_deg,L_nm,D_nm,P,Psecond,Pmax_over_Psecond
175,407,176,408,0,0,2.383143075934764,136.54404022688703,8.67919139792866,6.7663174782471796,0.14211544305379947,0.1352827999165731,1.0505063699261101
156,376,157,377,1,0,1.383864873458061,79.28961666555263,21.415837411396094,19.747403686721327,0.14201996803556535,0.12677703871082982,1.120234148704985
273,480,274,481,1,1,1.8434804114710897,105.62364719233383,15.90851492451173,13.74963636567002,0.13959333600594118,0.12828670662161934,1.088135627471291
39,85,40,86,1,1,1.2621789230381772,72.3175252804551,23.391709207313138,21.86962005756265,0.13902332988479038,0.12536244814221364,1.108971083007884
8,266,9,267,1,0,1.1801681669766917,67.61865508345505,24.500974354631012,23.103654769288937,0.13857174021785543,0.10160278385962902,1.3638577109196286
104,388,105,389,1,1,1.8177338313506994,104.14847681454005,16.55277298361594,14.366191944445168,0.13740205443029319,0.0,inf
244,473,245,474,0,1,2.0640642292284923,118.2621689787159,13.597170523901125,11.308796757985155,0.136165717233136,0.12375848972285809,1.1002535465491083
423,527,424,528,0,1,1.9155435183456202,109.75255907484461,15.53282110934759,13.264615883081092,0.1358622282774547,0.12467967903321367,1.089690231246602
238,331,239,332,1,0,1.3742266493654518,78.73738710304482,22.546108343145143,20.8134245179735,0.13504256231063924,0.08867940428929133,1.5228176530155897
282,459,283,460,1,0,1.9835629634458136,113.64978620390751,14.95810006923681,12.623709844743535,0.1338975390152692,0.0,inf
255,480,256,481,0,0,1.9931348055150524,114.19821235664065,14.95889002260503,12.602915189220832,0.13307884227779998,0.12270373363605885,1.084554139750253
231,300,232,301,1,1,2.164970803649582,124.04368981816708,12.842059496087629,10.476966543280696,0.1326068962046418,0.0,inf
171,244,172,245,1,1,1.6475538411941253,94.39788162099045,19.530916505855902,17.395694204173914,0.13193958155958732,0.0,inf
119,373,120,374,1,0,1.585676966538885,90.85259785378517,20.337180274100476,18.27251743249763,0.1318181018275538,0.07359100000478395,1.791225853962912
255,374,256,375,1,0,1.9472155619176101,111.5672335000741,16.005717756459948,13.59422702201001,0.13003887749239101,0.0,inf
415,440,416,441,0,1,0.47398605709663977,27.15740061968432,34.78043084901819,34.455766094056294,0.12992857037018543,0.10689556309411784,1.2154720608542735
129,184,130,185,0,1,2.00297157064088,114.76181748241206,15.368776974001463,12.925498743092067,0.12956531603603128,0.0,inf
6,144,7,145,1,0,1.7255944172669335,98.869277260732,18.930683364988248,16.66784483211641,0.12936962090553178,0.1275433064428347,1.0143191713750626
5,272,6,273,1,1,0.9306315596622445,53.32126065032388,29.119988894288607,28.080469337243606,0.12893357929793597,0.07948785942932342,1.6220537352949753
397,408,398,409,1,0,2.3972835181803154,137.35422788800562,10.865799827054696,8.444552270290904,0.12625544551090165,0.0,inf
1,252,2,253,0,0,2.51592649464201,144.1519697081307,9.385532697935801,7.098784898605472,0.12606404756010514,0.0,inf
381,449,382,450,0,0,1.8149928663579797,103.9914310886641,18.366658539213635,15.94747737372047,0.1257080313547164,0.11734264781524241,1.071290223079382
297,450,298,451,0,0,1.435086351243903,82.22439116310447,23.33221375784338,21.380959884232354,0.12490335082489205,0.08762935278579825,1.4253597322601093
187,378,188,379,1,1,1.7403031014730523,99.71202278793334,19.481366472346807,17.114347196022667,0.12468313401522993,0.08081767958654547,1.542770525621317
52,77,53,78,1,1,2.3186343201525355,132.8479607789252,12.184366293294627,9.632687398288494,0.12426899259694278,0.09902416056935935,1.25493608713705
56,387,57,388,0,0,1.24356090553985,71.25079145490024,25.921213627071566,24.28296719663895,0.12396746312476621,0.08762907319533274,1.4146841750617638
259,504,260,505,0,0,1.097180869544566,62.86383318739739,28.14101907722485,26.750593882945545,0.12178014023278795,0.0,inf
155,280,156,281,1,1,1.8440514481809362,105.65636518575508,18.801832337961773,16.24880004696041,0.12074779710253387,0.11868084131908221,1.0174160863748387
275,368,276,369,1,1,1.8261547344241356,104.63095902033668,19.256293420539887,16.689947574404858,0.11938748701747115,0.1120462877407981,1.0655193440558761
26,204,27,205,1,1,1.6677265500715006,95.55369270101015,21.29074876521334,18.907780702566022,0.11928435064881032,0.10440603240366973,1.142504392731024
137,330,138,331,1,1,1.3298483695886758,76.19469896978478,26.153663597995724,24.268626357360468,0.11598540134952548,0.09319819618317729,1.2445026416773224
66,445,67,446,1,0,1.8248938564417738,104.55871603346638,20.016620457829205,17.352472427286056,0.11502629387360248,0.0,inf
48,54,49,55,1,1,1.2780034585016011,73.22420437526439,27.02152576927383,25.219787148626498,0.11478682582543841,0.0,inf
314,350,315,351,1,0,1.6077820935949654,92.11912833969902,22.911485349282135,20.52228373886745,0.1142781216767132,0.0,inf
7,249,8,250,1,1,1.3947015269290368,79.91051117348535,25.69144897401008,23.65921346998351,0.1138962859221332,0.06228633469604698,1.8285918809950725
87,500,88,501,0,0,1.3332823273957075,76.3914502591537,26.558688223655917,24.63478013991038,0.11341197394133315,0.09661701795723368,1.1738302044421776
66,428,67,429,0,1,1.1815906976436896,67.70016008690196,28.565598323120092,26.932607303821417,0.11298458142775707,0.10255625480220217,1.1016839650167392
164,225,165,226,0,1,2.424948517499063,138.93931558920215,12.951306802220763,10.00328473838576,0.11176738207103461,0.10350235665639768,1.0798534997814087
40,385,41,386,1,1,2.2083779574247795,126.53073653016126,15.77516951239606,12.75940847113813,0.11139692577135432,0.0,inf
32,151,33,152,1,0,2.3645010865824463,135.47593291527141,13.86837356471399,10.856106903307541,0.1109465392865755,0.09140352690395957,1.2138102658024383
431,503,432,504,1,0,1.4856561587000177,85.12182770112905,25.08761484010757,22.843242390493415,0.11078334547398828,0.10614281216503177,1.0437197132269436
147,289,148,290,1,1,1.7919785665517907,102.67280884132072,21.27716319992579,18.542403094464216,0.11028722861718832,0.08618517405573474,1.279654300470138
0,451,1,452,1,1,2.4418501496396114,139.90770777773827,13.015318888811628,10.014381845928229,0.11021789257706092,0.09993795056765287,1.1028632461544132
258,372,259,373,1,0,1.4554869425323664,83.39325894350479,25.585185042765673,23.385875107161528,0.11015674001555541,0.06380927577529992,1.7263436808696118
72,134,73,135,1,0,1.98231510699708,113.57828929595688,19.161225095147046,16.174463070318627,0.10860452051995656,0.08968144454253207,1.211003246813783
150,224,151,225,0,1,2.2545210603511707,129.17454158148124,15.752216214993899,12.621777315279765,0.10829638608787072,0.06606699100619509,1.6391905312853703
175,278,176,279,1,0,2.733790201711038,156.63464063226047,9.65509263321126,6.917193852475028,0.10826866223332186,0.0,inf
451,474,452,475,0,1,1.633015802350542,93.56491335285587,23.744221310960388,21.19246461466656,0.10787078385980459,0.0,inf
